actorIndex,actorName,actorSex
7150,利亚姆·坎宁安,男
377695,麦肯泽·摩斯,女
22198,戴德里克·巴德,男
12982,乔治·纽伯恩,男
28888,约翰·拉岑贝格,男
54840,奥巴·巴巴图德,男
1031773,吴谨言,女
2401434,赵健雷,男
2865634,Tami Ashcraft,
2865672,Kael Damlamian,
1799268,Grace Palmer,女
283008,玛丽-克莉丝汀·达哈,
1004,勃小龙,男
1267575,菲利普·波佐,
178579,Emmanuel Curtil,男
989506,劳伦·默度,
602064,帕斯卡尔·卡萨诺瓦,
247046,席琳·蒙萨哈,
2834426,弗朗兹·康菲艾克,
257114,艾朗·多瓦尔,
64033,杰德·瑞斯,男
7112,卡拉·吉门内斯,女
44866,汤姆·艾弗瑞特·斯科特,男
2891459,Kho Siew Ching,
72938,大卫·德路易斯,男
73279,贾丝婷·克拉克,女
169722,山下智久,男
318805,科斯马·席瓦·哈根,女
3267,柯蒂·斯密特-麦菲,男
2853950,姜泰式,
16285,米瑞安·玛格莱斯,女
358710,可可·杰克·吉利斯,女
29851,迈克尔·帕帕约翰,男
20275,理查德·劳斯伯格,男
163957,安迪·麦克菲,男
625,陈国邦,男
354225,Feynman Ng,男
2406818,华雯,女
2834880,徐丞骏,男
2288058,Sam Winspear-Schillings,男
109760,Tiriel Mora,男
316517,斯蒂芬·戴维斯,
85676,琼妮·萨缪尔,女
223854,蔡洁,女
1706,果靖霖,男
5291,田蕊妮,女
1023653,方清平,男
2828778,林晓东,
2233758,李东昌,男
2378965,乔丹·杜力乌,男
2378723,Annabel Wolfe,
200099,Beth Champion,男
2845094,Tom Rooney,男
337076,Christopher Gabardi,
1159105,廖越,女
696175,保罗·鲍恩,
2856791,王槊,男
2828776,黄梁宇,
578375,林兰,女
29411,岳小军,男
361321,张遥函,男
2828777,刘帅,
1153667,杨天翔,男
1338,沈伐,男
2830324,陆庚宜,女
29735,杰基·韦佛,女
388600,王旭峰,男
2868349,王旭峰,男
1041365,朱耕佑,男
163053,尼亚切·海邓迪,男
85496,桑娴·洛格罗诺,女
2085,王学兵,男
28694,摩根·弗里曼,男
69858,苏菲·格拉宝,女
78637,丹尼斯·史托霍伊,男
135224,罗夫·拉斯加德,男
28508,爱丽丝·伊芙,女
11139,托马斯·米德蒂奇,男
13848,艾米丽·阿琳·林德,女
276640,恩杰伊·安东尼,男
443959,李国煌,男
127134,杨雁雁,女
2855282,黄炜杰,
391906,皮弗,男
2855283,曾冠源,
2855284,拿督罗斯彦诺,男
2858817,潘思慧,女
345871,托马斯·阿克达,男
2805928,李侥,
2805952,惠龙,
2826689,李可,女
2828850,张双兵,
2176582,李宗伟,男
2827836,高冷喵,
23329,王挺,男
2805920,孙祖君,男
2805929,邱秋,女
2826688,张世民,男
7776,鲁园,女
1018776,凌振赫,男
361328,张震,男
2827832,萌猪,
284326,约书亚·胡佛,男
2827834,大鹅,
2293,克里斯蒂安·麦凯,男
451951,罗伯特·沃克·布兰乔德,男
70390,克里斯蒂·米切尔,女
54117,简·默勒尼,女
27086,王心刚,男
27085,王晓棠,女
2854218,于洋,男
7065,祝希娟,女
9049,朗贝尔·维尔森,男
2818787,卢秋宏,女
1404,冯恩鹤,男
354849,张永达,男
982079,杉咲花,女
6036,阿努潘·凯尔,男
2801944,杨俊生,男
193366,纳赛尔,男
1021149,拉姆亚·克里希南,女
1152681,布米·佩德卡尔,女
892863,迪韦严杜·沙玛,男
13473,萨钦·克德卡,男
28698,科曼,男
350706,拉什·沙玛,男
324994,Sudhir Pandey,男
16377,郑昊,男
340421,塔尼克拉·巴拉尼,男
920632,特曼娜·芭蒂亚,女
1021150,挲塞亚拉杰,男
1151121,莎娜·可汗,女
1021152,苏迪普,男
6528,丹尼·德维托,男
17375,詹姆斯·柯登,男
128180,吉米·塔特罗,男
396684,王燕华,女
507,周南飞,男
2859378,瞿巍,
28646,查宁·塔图姆,男
2833790,戴文·贝利·格里芬,
1995102,格林汉姆·豪斯蒂德,
762333,Igor Kharlamov,
2834130,萨马拉·娜耶姆,
10156,蒋可,男
2401266,王衡,男
32752,游军,男
2843565,饶子君,
2861293,土旦巴桑,
25269,张国荣,男
2861292,蔡宇,男
6541,张歆艺,女
2861295,李祥龙,
475380,夏晋,女
23238,瓦内莎·约翰逊,女
2806538,劳里·海梅斯,女
2861294,次仁顿珠,
19618,张曼玉,女
21545,潘迪华,女
28446,梁朝伟,男
201058,Danilo Antunes,男
201059,Hung Mei-Mei,男
2090602,洛瑞·加纳,
392100,周柏豪,男
758,张继聪,男
39219,陈希圣,男
419345,何达,男
28968,佐伊·克拉维兹,女
28464,张智霖,男
371142,卡勒姆·特纳,男
28634,郑嘉颖,男
2805119,栢天男,栢天男
645,谭耀文,男
29723,夏嫣,女
1152670,彭昱畅,男
29273,任重,男
29197,邬君梅,女
14273,徐光宇,男
19220,姜宏波,女
1019263,赵今麦,女
2834921,孙泽源,男
2808217,辣目洋子,女
2818392,刘冠毅,男
2834910,方翔锐,男
2863046,朱丹妮,女
3578,鲍勃·奥登科克,男
2863042,任敏,女
2863043,辛云来,男
2863045,章若楠,女
42744,伊莎贝拉·罗西里尼,女
24723,莎拉·沃威尔,女
24718,伊莱·富西尔,男
144122,沙拉蒂·瑟斯纳,男
4690,钱嘉乐,男
28632,谢天华,男
26131,林晓峰,男
2268067,魏允熙,女
776,仓田保昭,男
3616,霍利·亨特,女
2848128,赫克·米尔纳,男
28486,凯瑟琳·基纳,女
773,张雅玫,女
14324,卡琳娜·卡普,女
2730,谭卓,女
2398145,邓恩熙,女
9187,欧姆·普瑞,男
3523,秦昊,男
1023643,哈莎莉·马洛特拉,女
1023641,纳伊姆·汗,男
394732,慧明,男
1023640,凯姆利什·吉尔,女
2897107,边天扬,男
424670,阿图·斯里瓦斯塔瓦,男
357068,杜江,男
2801499,马斑马,男
15434,约翰·威斯利·查特曼,男
239326,文森特·杨,男
13688,阿什利·库萨托,女
2151358,苏尚卿,男
1013543,王一博,男
2861616,段艺璇,
1038146,伍嘉成,男
2818403,艾菲,女
20269,瑞恩·柯万腾,男
8930,杰米·金,女
397388,梅丽莎·博洛纳,女
16277,拉尔夫·尹爱森,男
77837,本·克劳斯,男
1591968,杰米·安德鲁·卡特勒,男
372865,艾德·伯奇,男
9184,阿克谢·库玛尔,男
28207,黄晓明,男
190351,杰西·麦特卡尔菲,男
32858,克里斯蒂安·孔特雷拉斯,男
5523,玛姬·格蕾斯,女
1011477,拉纳·达格巴提,男
1013134,帕拉巴斯,男
1021147,安努舒卡·谢蒂,女
330,李扬,男
250546,杰森·格里菲斯,男
474588,孟鹏,男
64119,劳尔·特鲁希洛,男
29671,托马斯·曼,男
9468,艾琳·莫里亚蒂,女
29133,迭戈·卢纳,男
2426,伊丽莎白·霍尔姆,女
4853,迈克尔·帕克斯,男
10002,威廉姆·H·梅西,男
28237,戴尔·迪奇,女
447206,李昌熙,男
28947,古天乐,男
400920,叶豪,男
128679,李峥,女
394377,丁汇宇,男
2838869,卫晓光,男
1039251,徐千京,女
1039248,郭亚菲,女
402852,徐鸥仪,女
631,吴启华,男
2393344,何军,男
453,罗家英,男
1645,梅尔·吉布森,男
1040759,青云,男
1040755,夏倚轩,女
403461,黄珊珊,
1040758,木偶,女
1036648,李奔,男
1040754,阿飞,男
1040757,李文翰,男
1040756,呱呱,女
1038740,蒋林辰,
3613,朱珠,女
3947,谢楠,女
2863041,赵英博,男
29200,张子枫,女
1040267,明婧,女
1040266,小玉,
5816,泰勒·席林,女
20008,阿格妮丝·迪恩,女
1085185,迪耶戈·博内塔,男
5388,史蒂芬·克里,男
412308,于和伟,男
364,罗莎·萨拉查,女
394737,赵达,男
11997,吉安卡罗·埃斯波西托,男
354058,李起弘,男
13428,萨尔曼·汗,男
14070,德克斯特·达登,男
23840,托马斯·布罗迪-桑斯特,男
3723,艾丹·吉伦,男
19659,派翠西娅·克拉克森,女
29250,郑伊健,男
24716,格雷格·T·尼尔森,男
2753,段博文,男
28608,徐峥,男
2594,苍井优,女
13257,瑛太,男
10344,广末凉子,女
9916,濑户康史,男
2267824,佐野勇斗,男
1012627,永野芽郁,女
363051,新垣结衣,女
14870,奥古斯特·迪赫,男
439787,汉娜·斯蒂尔,女
93570,亚历山大·吉尔,男
997462,铃木梨央,女
769358,山下莉绪,女
173127,史特凡·柯纳斯克,男
2884,薇姬·克里普斯,女
83900,奥利维埃·古尔梅,男
1023172,陈霖生,男
25642,周华健,男
374495,山田凉介,男
3137,尾野真千子,女
1025376,村上虹郎,男
289204,成海璃子,女
9899,林遣都,男
182426,萩原圣人,男
2800440,杨砚铎,男
2830174,李宇峰,男
1829026,莱昂纳多·利马·卡瓦柳,男
3340,科尔姆·米尼,男
20502,索·豪黑,男
1637314,玛丽安娜·巴尔沙,女
120602,贝利,男
23224,伊凡·弗拉内克,男
129284,迈克尔·布兰德纳,男
2022,迪恩·诺里斯,男
65307,金伯莉·伊丽丝,女
17301,博·纳普,男
1899557,卡米拉·莫罗,女
22,罗尼·吉恩·贝尔维斯,男
8607,可比·毕丝·布兰顿,女
35641,汉斯-尤韦·鲍尔,男
2825460,刘波,
99712,古斯塔夫·彼得·沃勒,男
19450,Martin Schneider,男
134026,诺波特·海斯塔卡姆,男
463451,Nina Hagen,女
2825459,田波,
2825783,闻天,
10641,伊丽莎白·苏,女
332727,Boris Aljinovic,
2889199,王博,
504323,Mirco Nontschew,
19446,拉尔夫·施密茨,男
2889156,穆雪婷,
2889161,李郝瑞,
2889158,徐思琦,
2889160,吕梦瑶,
1024232,吕佩玉,女
939817,弗兰克·盖思堂彼得,男
438,吴俊余,男
2834192,郗婧妍,女
594,吴昱瑶,女
1016296,刘梦梦,
1016304,靳锦,男
2834132,尹雨航,女
1017815,袁福福,男
2818517,武皓栋,
1013749,殷筱瑜,女
2818518,李蝉妃,
572,赵乾景,男
596,李现,男
13320,刘敏涛,女
13525,姜超,男
472775,李霄云,女
1152905,安笑歌,男
2835605,吴宥萱,女
127306,萨巴纳·奥扎尼,女
88661,朗齐·贝迪亚,男
128727,马利克·班泽拉,男
20938,茂萨·马斯克里,男
1793055,夏洛特·加布里斯,女
25149,爱德华·蒙多特,男
2862600,塞尔维托·埃斯波西多,
25146,伯纳尔·法西,男
23110,苗侨伟,男
2583,马雷塞·克伦普,男
412442,阿米特·萨特,男
32804,布拉汉姆·艾克巴赫,男
19072,罗恩·斯穆安伯格,男
18735,张可颐,女
1659,马克·扎罗,男
382848,泰伦·伍德利,男
14636,兰迪普·弘达,男
24168,杰森·庄,男
2826985,陈芊桦,女
2392382,张艺上,女
2121,冯嘉怡,男
2855093,图卡,
22990,瑞恩·约翰逊,男
2865714,林俊鑫,男
382502,聂鑫,女
2865716,周素琴,女
11891,要润,男
33080,智一桐,男
593,代旭,男
2896553,周珍,
174484,克里斯·柯林斯,男
1033780,李一桐,女
2802468,李聪,男
2865712,郑鹏生,男
2401466,张咏娴,女
2802901,李树浩,男
381192,黄诗佳,女
448135,曹馨月,女
2865717,苏细珍,女
2865720,陈昱曦,
5963,凯南·鲁兹,男
25619,凯尔希·格兰莫,男
4762,肖恩·雅克博森,男
162569,大仓孝二,男
1032420,斯黛芬·道森,女
30018,中村玉绪,女
374282,室毅,男
2865718,陈锦标,男
3512,堤真一,男
10343,堺雅人,男
128602,田中泯,男
377109,安藤樱,女
475007,高畑充希,女
45602,泰雅·迪格斯,男
29711,帕特里克·威尔森,男
47344,乔纳森·班克斯,男
924,山姆·尼尔,男
19994,伊丽莎白·麦戈文,女
385321,基连·斯科特,男
249407,沙扎德·拉蒂夫,男
2865708,郑润奇,男
455489,奥卓·阿杜巴,女
27499,克里斯汀·肯诺恩斯,女
5482,塔拉·斯特朗,女
29710,维拉·法梅加,女
462959,阿什莉·鲍尔,女
74374,安德莉亚·利布曼,女
1158141,巴森,男
8873,巴音,男
283728,达尔曼德拉·吉尔,男
1651785,Sunil Vishrani,
29649,张恒,女
647,那威,男
3367,列维·施瑞博尔,男
28829,阿米特巴·巴强,男
2402688,邹元清,女
13462,里希·卡普尔,男
1768148,吉米特·特里韦迪,男
6800,廖学秋,女
2803278,科宇·兰金,男
27708,鲍勃·巴拉班,男
1829049,凯文·德·保拉,
391902,李鸿其,男
29257,邵兵,男
494911,Otto Waalkes,男
29391,孙绍龙,男
58057,孔琳,女
2403682,彭梓桁,男
29341,杨晨,女
993042,王宁,男
29393,郭京飞,男
2841546,王有亮,男
2827392,窦一村,男
2827386,恽小刚,男
382606,杨梓邑,女
14653,白歆惠,女
2841563,屈峰,男
2841509,纪东歌,女
2841576,张旭光,男
2841459,王津,男
428259,安宰贤,男
16987,安娜·弗莱尔,女
170994,克莱尔-霍普·阿什蒂,女
16171,迈克尔·恩奎斯特,男
2803063,孔艳菊,女
29258,安以轩,女
455354,宋佳洋,男
435,方中信,男
376702,叶一茜,女
28610,黄一飞,男
29684,陈小春,男
28814,邓家佳,女
205,汪东城,男
21868,李凡秀,男
126968,张小觉,女
5235,斯戴芬妮·斯考特,女
1031238,王帅帅,女
2373922,张寻,女
270471,亚当·弗格斯,男
1897746,奥斯汀·斯威夫特,男
375792,詹姆斯·弗兰切威勒,男
1874287,BF Mulvey,
1036646,曹斐然,女
1018005,岳俊岭,男
2861073,蒋丽,
37724,Stephen Mendel,男
2861095,Tony Azzolino,
2861075,Kristen Day,
898893,Chris Niosi,
2861077,Bob Klein,
2861096,Wendee Lee,
2861086,Terry Stone,
2210779,猫鲍勃,男
1012023,温春荣,女
852831,刘骐,男
2826986,唐鑫,男
1012024,李世宏,男
127028,朱塞佩·巴蒂斯通,男
395808,Cassandra Morris,女
2743,袁文康,男
1012026,于天川,男
1012022,杨济妤,女
2152353,贝内黛塔·波尔卡罗利,女
2152351,Tommaso Tatafiore,
2854237,伊天锴,
289397,卡夏·斯穆特尼亚克,女
23219,瓦莱里奥·马斯坦德雷亚,男
248290,马可·贾利尼,男
7592,爱德华多·莱奥,男
281601,阿尔芭·洛瓦赫,女
66997,阿尔·萨皮恩扎,男
2396863,张海宇,男
10913,克里斯·云顿,男
2267870,王玉雯,女
2801515,李晨晖,男
398166,安娜·福列塔,女
56247,帕特里克·基尔帕特里克,男
2096,兰斯·E·尼克尔斯,男
2801517,蒋易,男
431645,亚伦·奥康奈尔,男
2928,杜夫·龙格尔,男
145213,杰思敏·沃兹,女
29476,张一白,男
1842253,卡塔尔·彭德莱,男
29683,周楚濋,女
334606,露塔·格德米纳斯,女
2740,丁嘉丽,女
16647,范明,男
130091,刁亦男,刁亦男
501,谭满堂,男
1349,安东尼·海德,男
1885,戴伦·伊万斯,男
2962,卡罗琳·古多尔,女
122582,贝丝·戈达德,女
180672,阿卡巴尔·库尔塔,男
1700691,伊万娜·萨赫诺,女
66758,简·库丁,女
152207,琼安·弗洛加特,女
109792,迈克·泰森,男
867889,孙欣,
386632,凯特·麦克金农,女
10591,贾斯汀·塞洛克斯,男
439808,萨姆·修汉,男
1552956,哈桑·明哈杰,男
457757,凯文·亚当斯,男
14142,吉莲·安德森,女
7858,卡莱伯·兰德里·琼斯,男
11209,凯瑟琳·纽顿,女
1155092,陈宝山,男
1156673,阮金红,女
2843904,梁嘉艳,女
3921,大卫·吉雅西,男
29614,本尼迪特·王,男
7741,艾比·考尼什,女
2227,王凯,男
993945,周游,男
1020534,王铮,男
5414,帕特里克·沃伯顿,男
26409,雷文-西蒙尼,女
5301,弗兰西斯·麦克多蒙德,女
3246,卢卡斯·赫奇斯,男
7739,山姆·洛克威尔,男
2392939,周云鹏,男
2402903,姜珮瑶,女
107734,吉尔伯特·戈特弗雷德,男
22355,张锦程,男
2802136,李奎,男
124673,图娃·诺沃妮,女
2831368,瑞秋·马休斯,女
2703,詹妮弗·杰森·李,女
118,比利·斯洛特,男
1012021,苏菲,女
611545,陈国良,男
1023475,杰西卡·罗德,女
358683,伊瑟尔·布罗萨德,男
993096,露比·莫迪恩,女
476445,查尔斯·艾特肯,男
201595,劳拉·克利夫顿,女
372769,杰森·拜尔,男
453000,罗布·梅洛,男
284145,塔拉·霍尔特,女
247225,特夏斯·巴特尔,男
25783,艾德里安·格尼尔,男
853262,徐海鹏,女
472918,吴谨西,女
28741,布鲁斯·威利斯,男
1040753,朱可可,女
28320,克里斯托弗·米洛尼,男
929,丽迪雅·赫尔,女
446826,Christopher Rob Bowen,
1464,丹尼·A·阿贝克恺撒,男
12148,李彧,男
21925,魏云,男
1034967,林羽,女
1034970,大宝哥,男
359587,卢杉,女
386649,傅亨,男
1038114,宋撼寰,男
724398,丁绮,女
526,祖晴,女
18066,韩彩英,女
413365,祝延平,男
1034966,陈海亮,男
19121,于娜,女
19245,童冰玉,女
2151961,阎么么,女
3139,中川雅也,男
16363,冯巩,男
3828,弗瑞德里克·林恩,男
59715,黛汉恩·卡罗尔,女
2842030,赵一博,
18524,牛莉,女
11405,贾玲,女
681836,张小斐,女
2994,扎克·埃夫隆,男
3009,保罗·斯帕克斯,男
1786459,叶海亚·阿卜杜勒-迈丁,男
159512,绪形直人,男
2865,毛俊杰,女
30065,刘昊然,男
624,宋小宝,男
6632,张子栋,男
16466,郝劭文,男
2846069,李欣蕊,女
277403,欧赫尼奥·德尔维斯,男
1020643,米斯蒂·科普兰,女
2854295,城桧吏,男
9911,松冈茉优,女
2897165,杰登·奈特,男
509,吴孟达,男
1153277,片山萌美,女
28362,吴秀波,男
1883584,Louis Lay,
361323,边江,男
263695,苗壮,男
354011,王冠南,
10346,森口瑶子,女
412990,山田裕贵,男
2835555,张博恒,
132897,古谷彻,男
2153144,骆明劼,男
2859893,刘朝健,男
2858023,汤君慈,男
2185667,李靖筠,女
1006947,斯潘塞·博加特,男
7205,井上和彦,男
27567,约翰内斯·豪克尔·约翰内森,男
6558,娜塔莎·迈尔兹,女
4486,延斯·赫尔腾,男
47681,蕾奥娜·维埃拉,女
256778,梅赛德斯·德拉泽尔达,女
1031632,林秋楠,男
360123,普里亚·拉贾拉特南,女
2859892,汤君耀,男
21593,置鲇龙太郎,男
191810,周志强,男
1761989,雅各布 格拉夫,男
1036611,华栖龙,男
28459,刘家勇,男
21544,林子祥,男
2153184,黄炜,男
24352,斯特林·K·布朗,男
43967,托马斯·简,男
22830,阿尔菲·艾伦,男
6949,法兰·德瑞雪,女
6951,莫莉·香侬,女
1664,崔凡特·罗兹,男
381469,米格尔·安赫尔·西尔维斯特,男
164569,迪帕克·迪布里亚尔,男
2094,伊扎贝拉·维多维奇,女
2909,朱莉娅·罗伯茨,女
33706,曼迪·帕廷金,男
338866,桑贾伊·萨里,男
2830018,莉莉·戴,女
20902,安东尼·安德森,男
8027,大卫·田纳特,男
2337087,艾尔·麦金农,女
25038,莎莉·菲利普斯,女
5202,波瑞斯·科乔,男
1132942,萨巴·卡玛尔,女
2806034,戴维德·迪格斯,男
372078,内哈·迪胡皮阿,女
2401069,蒂希塔·塞加尔,女
372576,阿莫瑞塔·金格,女
1157652,蒂洛塔玛·索姆,女
268721,姚中仁,男
10383,陈惠敏,男
545,潘斌龙,男
1415,胡明,男
591306,曹瑞,男
991545,山下大辉,男
19301,大泉洋,男
8215,劳拉·邓恩,女
1034308,凯莉·玛丽·陈,女
19064,木村昴,男
19066,关智一,男
1462432,高桥茂雄,男
354926,约翰·博耶加,男
13574,亚当·德赖弗,男
34278,凯丽·费雪,女
9467,道格·琼斯,男
28311,迈克尔·珊农,男
125759,劳伦·李·史密斯,女
28653,理查德·詹金斯,男
719176,张梦露,女
4072,迈克尔·斯图巴,男
2861008,红果果,
1152637,耿晨晨,男
466,尼克·西塞,男
28905,木幡龙,男
354366,董浩,男
3351,大卫·休莱特,男
18029,菲比·沃勒-布里奇,女
1032439,乔纳斯·索塔莫,男
21147,坦迪·牛顿,女
2841073,凯德·伍德沃德,男
59652,里昂·拉瑟姆,男
48320,桃乐丝·麦卡锡,女
3950,伊尔凡·可汗,男
359591,唐纳德·格洛弗,男
10064,亚当·詹姆斯,男
281768,苏普丽雅·皮尔加卡尔,女
405301,大卫·穆梅尼,男
2894702,罗特·萨拉夫,男
891687,加纳特·拉玛妮,女
1018510,雅各布·特瑞布雷,男
271132,杰克·莱西,男
14904,罗温·艾金森,男
75762,本·米勒,男
28911,欧嘉·柯瑞兰寇,女
451285,米兰达·亨妮莎,女
544336,萨钦,
2402357,萨曼莎·罗素,女
2829360,米利森特·西蒙兹,女
260797,约翰·塞纳,男
963732,侯赛因·达拉尔,男
329884,维克拉姆·古哈勒,
128241,阿斯夫·巴斯拉,男
144974,希雅,女
144077,拉妮·玛克赫吉,女
28827,伊丽莎白·德比茨基,女
926469,内拉吉·卡比,男
354927,黛西·雷德利,女
13852,玛丽安娜·琼-巴普蒂斯特,女
1418,玛歌特·罗比,女
2801352,张杨智子,女
1153728,张钟仪,女
2832768,王厂长,男
29734,阿尔登·埃伦瑞奇,男
365915,王飞,男
1025051,徐广明,男
401742,郑强,男
1020714,薛媛媛,女
2398272,刘伯勋,男
1040737,飞鱼,
398328,郭中友,男
1034326,雁子,女
19333,杨杏,女
1034008,Mik,男
1034007,李萌萌,女
1017612,游乐儿,女
32444,周亚平,男
1032534,陈俊亨,男
1032535,沐岚,男
1032536,李沛欣,女
852416,刘兴盛,男
1152428,杨泽华,男
263863,王伯昭,男
2854223,叶方,
786,王璐瑶,女
388616,孙科,男
1037259,葛骏,
1019202,江昊桐,男
18158,刘宸希,女
1032537,王彩莉,女
1152125,吴昊宸,男
282301,齐襄,女
394754,高叶,女
441473,陶昕然,女
12899,袁晶,女
2825366,王浩宇,男
28592,盛鉴,男
1035588,汪汐潮,男
2689,艾伦·图代克,男
12200,刘天佐,男
10536,塔拉吉·P·汉森,女
2267704,赵志伟,男
5232,萨拉·西尔弗曼,女
2683,克里斯汀·贝尔,女
24682,曼迪·摩尔,女
5611,凯莉·麦克唐纳,女
354217,孙艺洲,男
402928,李金铭,女
426869,娄艺潇,女
2866603,张镨冉,
2801419,王宇,女
2893125,陈冰,
354589,罗温·波隆斯基,男
1515931,安东尼奥·阿克儿,男
7157,肯尼思·霍,男
28886,贝丝·比厄,女
30243,宋阳,男
2373741,韩彦博,男
2826213,提斯·沙马,男
28531,瑟达瑞斯·布雷恩,男
8410,陈建斌,男
879544,拉杰·阿晶,男
283729,莫娜·安伯加卡尔,女
2405510,马努杰·沙玛,男
2289042,卡比尔·谢赫,男
284066,瑞斯·达比,男
371127,亚历克斯·沃尔夫,男
343151,尚,男
29772,凯文·哈特,男
260827,尼克·乔纳斯,男
9130,克里斯汀·斯科特·托马斯,女
267612,法如克·贾法尔,女
10080,兰道尔·朴,男
2523,威廉·达福,男
17068,特穆拉·莫里森,男
1640,艾梅柏·希尔德,女
2373925,温斯顿·杜克,男
28661,凯文·兰金,男
6762,迈克尔·B·乔丹,男
405821,丹娜·奎里拉,女
29603,丹尼尔·卡卢亚,男
455229,利蒂希娅·赖特,女
29141,艾德里安·霍姆斯,男
407477,章宇,男
2373738,任素汐,女
446095,亚德里亚·霍纳,女
1153264,马吟吟,女
4693,文峰,男
21157,黄经汉,男
354840,宁桓宇,男
28133,菊地凛子,女
28136,伯恩·戈曼,男
28135,查理·戴,男
2807468,程怡,女
25012,内芙·坎贝尔,女
93905,巴勃罗·施瑞博尔,男
617,梁咏琪,女
9589,斯科特·伊斯特伍德,男
2375407,卡莉·史派妮,女
2950,孙俪,女
2804192,张子贤,男
424388,曲哲明,男
2267830,刘启恒,男
1016270,刘頔,男
28904,王迅,男
121352,米雪,女
19808,苏小明,女
2397336,张磊,男
28092,保罗·菲利普·克拉克,男
224164,张松枝,男
3614,陶虹,女
413799,李又麟,男
20477,杰弗里·迪恩·摩根,男
9802,乔·曼根尼罗,男
17779,张衣,男
7516,玛琳·阿克曼,女
2846289,王正佳,男
16441,李念,女
21715,铁政,男
7681,祖峰,男
4729,雷佳音,男
7871,奥拉维尔·达里·奥拉夫松,男
428314,周家怡,女
7720,杰西卡·麦克娜美,女
4352,杰克·奎德,男
29073,李威尹,男
67858,玛丽·谢尔顿,女
441398,汉娜·乔恩-卡门,女
21618,雷恩·威尔森,男
183946,佩吉·肯尼迪,男
6815,史航,男
557,袁弘,男
28748,沃尔顿·戈金斯,男
11720,迈克尔·道格拉斯,男
9440,曹炳琨,男
600326,王戈,男
385659,迟嘉,男
2402105,张隽溢,男
392379,苏可,男
16953,泽田谦也,男
2403439,黄才伦,男
159142,瑞德·斯科特,男
8325,梅罗拉·沃特斯,女
2844139,米歇尔·李,女
287521,泰伊·谢里丹,男
13334,里兹·阿迈德,男
387965,斯科特·黑兹,男
3717,汤姆·哈迪,男
2336203,赵家正,男
991034,森崎温,男
18086,马克·里朗斯,男
385731,贾斯蒂斯·史密斯,男
3951,拉菲·斯波,男
983652,丽娜·维特,女
679,托比·琼斯,男
3729,本·门德尔森,男
19660,泰德·拉文,男
373423,奥利维亚·库克,女
586,江若琳,女
438677,张天阳,男
1040651,任志宏,男
1040652,谷放冰,女
4519,张晨光,男
2392211,魏翔,男
1087,徐冬冬,女
5690,斯科特·麦克纳里,男
383705,David Cromarty,
145739,朱迪·惠特克,女
383709,David J. Fenton,
383708,Zaak Conway,
383707,Micky Woodman,
383706,Dean Roof,
383704,Paul Terry,
6635,张一鸣,男
29376,马德钟,男
12533,陈超,女
28363,海清,女
1157337,郭家豪,男
357148,刘承羽,女
7770,迈克尔·皮特,男
358337,王强,男
412962,施羽,男
2151749,黄景瑜,男
414299,陈泽宇,男
430414,陆昱霖,男
412438,向海岚,女
29462,周一围,男
28194,王佳佳,女
2841939,贾晨飞,男
356383,杨新鸣,男
1011604,李妮妮,女
1011606,冀书亥,男
1011602,于德江,男
1011605,时尚,男
401960,王连生,男
288520,金亮,男
1028758,宋谷,男
1028760,朱哲民,男
696194,岳菁蔚,女
1015386,吴甜甜,女
20202,刘洋,女
262734,董子武,男
453228,Kelly Rice,女
7509,莫绮雯,女
1018475,李兰迪,女
594436,李小嘉,女
1028761,王永光,男
1028759,杨珊珊,女
1033203,刘天阳,女
1033202,刘芮侨,女
412337,孙岩,男
1033204,张歆滢,女
2268177,陈野,男
1026483,顾靖,女
1019001,付枚,女
24325,郭慧,女
2268176,田家大,男
2392738,孙岩,男
2248868,薛闻君,男
18125,胡睿,女
369222,柏安,女
2394265,王子,男
453008,刘思彤,女
2825377,王子,女
474998,许立志,男
2268123,朱淇,
2841869,乌鸟鸟,男
129997,刘帅良,男
2841831,陈年喜,男
474995,吉克阿优,男
1033699,朱俊丞,男
426868,岑丽香,女
1033694,可晴,女
447966,吴磊,男
1011594,昆凌,女
1039172,朱云峰,男
2394422,孙越,男
2267751,阎鹤祥,男
17362,刘若英,女
1383,王志文,男
1019073,郭麒麟,男
6705,侯震,男
1038236,张鹤伦,男
1015547,崔碧珈,女
1017540,何佩珉,女
3574,李元玲,女
6795,谭维维,女
29392,耿乐,男
10682,季冠霖,女
385049,付博文,男
18757,李立宏,男
6435,田壮壮,男
28573,郎月婷,女
7779,宋宁峰,男
577808,吴彦姝,女
116041,池松壮亮,男
11338,余贵美子,女
185092,小岛圣,女
110593,马克·阿诺德,男
223899,伊莱恩·考尔菲德,
11888,多部未华子,女
88545,詹尼弗·林,女
12913,佐藤浩市,男
10466,木村绿子,女
12772,李立群,男
29333,小田切让,男
2606,凡妮莎·柯比,女
126760,河井青叶,女
1837,劳拉·琳妮,女
28225,盖·皮尔斯,男
5350,多米尼克·威斯特,男
3396,彭波,男
29191,陈晓,男
1294,姜武,男
29264,惠英红,女
66,蓝正龙,男
1034011,张蚰云,女
1034012,马国华,男
1034014,陈万号,男
29872,安琥,男
29730,妮可·基德曼,女
29828,裘德·洛,男
394771,李大光,男
22916,杨皓宇,男
2221,唐小然,女
398500,李洋,男
28452,尚铁龙,男
2398565,施景子,
2398566,唐翊源,
2846123,曾漪莲,
